#@length_unit cm
-8.45	      0.8	1.0
-7.0	      0.8	1.0
-6.999	      0.8	1.8
-6.201	      0.8	1.8
-6.2	      0.8	1.6
-4.2	      0.8	1.6
-4.199	      0.	1.6
-2.201	      0.	1.6
-2.2	      0.	3.1
-1.3	      0.	3.1
-1.299	      0.	3.6
-0.501	      0.	3.6
-0.5	      3.4	3.6
8.45	      3.4	3.6
